,imgA,imgB,imgA_seg,imgB_seg
685,img/WOMEN/Tees_Tanks/id_00007274/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00007274/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00007274/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007274/01_1_front_segment.png
690,img/WOMEN/Tees_Tanks/id_00007274/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00007274/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00007274/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007274/01_2_side_segment.png
700,img/WOMEN/Tees_Tanks/id_00002203/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002203/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002203/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002203/03_1_front_segment.png
703,img/WOMEN/Tees_Tanks/id_00002203/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002203/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002203/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002203/03_2_side_segment.png
708,img/WOMEN/Dresses/id_00001841/05_2_side.jpg,img/WOMEN/Dresses/id_00001841/05_1_front.jpg,img_seg/WOMEN/Dresses/id_00001841/05_2_side_segment.png,img_seg/WOMEN/Dresses/id_00001841/05_1_front_segment.png
711,img/WOMEN/Dresses/id_00001841/05_1_front.jpg,img/WOMEN/Dresses/id_00001841/05_2_side.jpg,img_seg/WOMEN/Dresses/id_00001841/05_1_front_segment.png,img_seg/WOMEN/Dresses/id_00001841/05_2_side_segment.png
727,img/WOMEN/Blouses_Shirts/id_00006796/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00006796/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006796/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006796/03_2_side_segment.png
730,img/WOMEN/Blouses_Shirts/id_00006796/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00006796/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006796/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006796/03_1_front_segment.png
733,img/WOMEN/Sweatshirts_Hoodies/id_00007376/02_1_front.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00007376/02_2_side.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007376/02_1_front_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007376/02_2_side_segment.png
736,img/WOMEN/Sweatshirts_Hoodies/id_00007376/02_2_side.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00007376/02_1_front.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007376/02_2_side_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00007376/02_1_front_segment.png
740,img/WOMEN/Tees_Tanks/id_00001044/14_1_front.jpg,img/WOMEN/Tees_Tanks/id_00001044/14_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00001044/14_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001044/14_2_side_segment.png
743,img/WOMEN/Tees_Tanks/id_00001044/14_2_side.jpg,img/WOMEN/Tees_Tanks/id_00001044/14_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00001044/14_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001044/14_1_front_segment.png
752,img/WOMEN/Tees_Tanks/id_00003226/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003226/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003226/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003226/03_2_side_segment.png
755,img/WOMEN/Tees_Tanks/id_00003226/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003226/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003226/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003226/03_1_front_segment.png
783,img/MEN/Shirts_Polos/id_00005557/01_1_front.jpg,img/MEN/Sweaters/id_00005557/01_2_side.jpg,img_seg/MEN/Shirts_Polos/id_00005557/01_1_front_segment.png,img_seg/MEN/Sweaters/id_00005557/01_2_side_segment.png
793,img/MEN/Sweaters/id_00005557/01_2_side.jpg,img/MEN/Shirts_Polos/id_00005557/01_1_front.jpg,img_seg/MEN/Sweaters/id_00005557/01_2_side_segment.png,img_seg/MEN/Shirts_Polos/id_00005557/01_1_front_segment.png
799,img/WOMEN/Dresses/id_00006327/02_1_front.jpg,img/WOMEN/Dresses/id_00006327/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00006327/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00006327/02_2_side_segment.png
801,img/WOMEN/Dresses/id_00006327/02_2_side.jpg,img/WOMEN/Dresses/id_00006327/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00006327/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00006327/02_1_front_segment.png
807,img/WOMEN/Blouses_Shirts/id_00007159/06_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00007159/06_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007159/06_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007159/06_2_side_segment.png
812,img/WOMEN/Blouses_Shirts/id_00007159/06_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00007159/06_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007159/06_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007159/06_1_front_segment.png
822,img/WOMEN/Tees_Tanks/id_00006764/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006764/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006764/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006764/02_1_front_segment.png
825,img/WOMEN/Tees_Tanks/id_00006764/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006764/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006764/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006764/02_2_side_segment.png
837,img/MEN/Sweatshirts_Hoodies/id_00003853/06_1_front.jpg,img/MEN/Sweatshirts_Hoodies/id_00003853/06_2_side.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00003853/06_1_front_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00003853/06_2_side_segment.png
844,img/MEN/Sweatshirts_Hoodies/id_00003853/06_2_side.jpg,img/MEN/Sweatshirts_Hoodies/id_00003853/06_1_front.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00003853/06_2_side_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00003853/06_1_front_segment.png
848,img/WOMEN/Blouses_Shirts/id_00005486/05_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005486/05_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005486/05_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005486/05_2_side_segment.png
855,img/WOMEN/Blouses_Shirts/id_00005486/05_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00005486/05_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005486/05_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005486/05_1_front_segment.png
860,img/WOMEN/Dresses/id_00007477/02_2_side.jpg,img/WOMEN/Dresses/id_00007477/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00007477/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00007477/02_1_front_segment.png
867,img/WOMEN/Dresses/id_00007477/02_1_front.jpg,img/WOMEN/Dresses/id_00007477/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00007477/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00007477/02_2_side_segment.png
875,img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_1_front.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_2_side.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000139/02_1_front_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000139/02_2_side_segment.png
880,img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_2_side.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_1_front.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000139/02_2_side_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000139/02_1_front_segment.png
883,img/WOMEN/Tees_Tanks/id_00006657/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006657/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006657/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006657/05_2_side_segment.png
888,img/WOMEN/Tees_Tanks/id_00006657/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006657/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006657/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006657/05_1_front_segment.png
901,img/WOMEN/Blouses_Shirts/id_00002373/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002373/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002373/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002373/02_1_front_segment.png
908,img/WOMEN/Blouses_Shirts/id_00002373/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002373/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002373/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002373/02_2_side_segment.png
921,img/WOMEN/Sweaters/id_00004103/04_2_side.jpg,img/WOMEN/Sweaters/id_00004103/04_1_front.jpg,img_seg/WOMEN/Sweaters/id_00004103/04_2_side_segment.png,img_seg/WOMEN/Sweaters/id_00004103/04_1_front_segment.png
926,img/WOMEN/Sweaters/id_00004103/04_1_front.jpg,img/WOMEN/Sweaters/id_00004103/04_2_side.jpg,img_seg/WOMEN/Sweaters/id_00004103/04_1_front_segment.png,img_seg/WOMEN/Sweaters/id_00004103/04_2_side_segment.png
947,img/WOMEN/Rompers_Jumpsuits/id_00002406/01_1_front.jpg,img/WOMEN/Rompers_Jumpsuits/id_00002406/01_2_side.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00002406/01_1_front_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00002406/01_2_side_segment.png
951,img/WOMEN/Rompers_Jumpsuits/id_00002406/01_2_side.jpg,img/WOMEN/Rompers_Jumpsuits/id_00002406/01_1_front.jpg,img_seg/WOMEN/Rompers_Jumpsuits/id_00002406/01_2_side_segment.png,img_seg/WOMEN/Rompers_Jumpsuits/id_00002406/01_1_front_segment.png
952,img/WOMEN/Blouses_Shirts/id_00002333/04_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002333/04_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002333/04_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002333/04_1_front_segment.png
955,img/WOMEN/Blouses_Shirts/id_00002333/04_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002333/04_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002333/04_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002333/04_2_side_segment.png
965,img/WOMEN/Jackets_Coats/id_00001250/04_1_front.jpg,img/WOMEN/Jackets_Coats/id_00001250/04_2_side.jpg,img_seg/WOMEN/Jackets_Coats/id_00001250/04_1_front_segment.png,img_seg/WOMEN/Jackets_Coats/id_00001250/04_2_side_segment.png
970,img/WOMEN/Jackets_Coats/id_00001250/04_2_side.jpg,img/WOMEN/Jackets_Coats/id_00001250/04_1_front.jpg,img_seg/WOMEN/Jackets_Coats/id_00001250/04_2_side_segment.png,img_seg/WOMEN/Jackets_Coats/id_00001250/04_1_front_segment.png
976,img/WOMEN/Dresses/id_00005584/02_1_front.jpg,img/WOMEN/Dresses/id_00005584/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00005584/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005584/02_2_side_segment.png
979,img/WOMEN/Dresses/id_00005584/02_2_side.jpg,img/WOMEN/Dresses/id_00005584/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00005584/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005584/02_1_front_segment.png
993,img/WOMEN/Tees_Tanks/id_00006844/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006844/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006844/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006844/01_2_side_segment.png
998,img/WOMEN/Tees_Tanks/id_00006844/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006844/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006844/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006844/01_1_front_segment.png
1000,img/MEN/Sweatshirts_Hoodies/id_00003153/01_1_front.jpg,img/MEN/Sweatshirts_Hoodies/id_00003153/01_2_side.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00003153/01_1_front_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00003153/01_2_side_segment.png
1003,img/MEN/Sweatshirts_Hoodies/id_00003153/01_2_side.jpg,img/MEN/Sweatshirts_Hoodies/id_00003153/01_1_front.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00003153/01_2_side_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00003153/01_1_front_segment.png
1013,img/WOMEN/Dresses/id_00004796/04_1_front.jpg,img/WOMEN/Dresses/id_00004796/04_2_side.jpg,img_seg/WOMEN/Dresses/id_00004796/04_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004796/04_2_side_segment.png
1018,img/WOMEN/Dresses/id_00004796/04_2_side.jpg,img/WOMEN/Dresses/id_00004796/04_1_front.jpg,img_seg/WOMEN/Dresses/id_00004796/04_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004796/04_1_front_segment.png
1025,img/WOMEN/Tees_Tanks/id_00003653/01_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003653/01_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003653/01_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003653/01_1_front_segment.png
1030,img/WOMEN/Tees_Tanks/id_00003653/01_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003653/01_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003653/01_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003653/01_2_side_segment.png
1044,img/WOMEN/Tees_Tanks/id_00003628/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003628/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003628/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003628/02_2_side_segment.png
1047,img/WOMEN/Tees_Tanks/id_00003628/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003628/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003628/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003628/02_1_front_segment.png
1048,img/WOMEN/Tees_Tanks/id_00006901/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006901/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006901/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006901/05_2_side_segment.png
1051,img/WOMEN/Tees_Tanks/id_00006901/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006901/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006901/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006901/05_1_front_segment.png
1060,img/WOMEN/Dresses/id_00000378/07_2_side.jpg,img/WOMEN/Dresses/id_00000378/07_1_front.jpg,img_seg/WOMEN/Dresses/id_00000378/07_2_side_segment.png,img_seg/WOMEN/Dresses/id_00000378/07_1_front_segment.png
1063,img/WOMEN/Dresses/id_00000378/07_1_front.jpg,img/WOMEN/Dresses/id_00000378/07_2_side.jpg,img_seg/WOMEN/Dresses/id_00000378/07_1_front_segment.png,img_seg/WOMEN/Dresses/id_00000378/07_2_side_segment.png
1110,img/WOMEN/Blouses_Shirts/id_00007874/04_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00007874/04_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007874/04_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007874/04_2_side_segment.png
1117,img/WOMEN/Blouses_Shirts/id_00007874/04_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00007874/04_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007874/04_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007874/04_1_front_segment.png
1126,img/WOMEN/Sweatshirts_Hoodies/id_00000928/01_2_side.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00000928/01_1_front.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000928/01_2_side_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000928/01_1_front_segment.png
1128,img/WOMEN/Sweatshirts_Hoodies/id_00000928/01_1_front.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00000928/01_2_side.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000928/01_1_front_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000928/01_2_side_segment.png
1135,img/WOMEN/Jackets_Coats/id_00004752/01_2_side.jpg,img/WOMEN/Jackets_Coats/id_00004752/01_1_front.jpg,img_seg/WOMEN/Jackets_Coats/id_00004752/01_2_side_segment.png,img_seg/WOMEN/Jackets_Coats/id_00004752/01_1_front_segment.png
1138,img/WOMEN/Jackets_Coats/id_00004752/01_1_front.jpg,img/WOMEN/Jackets_Coats/id_00004752/01_2_side.jpg,img_seg/WOMEN/Jackets_Coats/id_00004752/01_1_front_segment.png,img_seg/WOMEN/Jackets_Coats/id_00004752/01_2_side_segment.png
1140,img/WOMEN/Tees_Tanks/id_00000257/06_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000257/06_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000257/06_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000257/06_1_front_segment.png
1143,img/WOMEN/Tees_Tanks/id_00000257/06_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000257/06_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000257/06_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000257/06_2_side_segment.png
1152,img/WOMEN/Blouses_Shirts/id_00002455/04_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002455/04_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002455/04_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002455/04_1_front_segment.png
1154,img/WOMEN/Blouses_Shirts/id_00002455/04_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002455/04_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002455/04_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002455/04_2_side_segment.png
1171,img/WOMEN/Dresses/id_00006788/01_1_front.jpg,img/WOMEN/Dresses/id_00006788/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00006788/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00006788/01_2_side_segment.png
1174,img/WOMEN/Dresses/id_00006788/01_2_side.jpg,img/WOMEN/Dresses/id_00006788/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00006788/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00006788/01_1_front_segment.png
1181,img/WOMEN/Tees_Tanks/id_00003678/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003678/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003678/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003678/03_1_front_segment.png
1185,img/WOMEN/Tees_Tanks/id_00003678/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003678/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003678/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003678/03_2_side_segment.png
1203,img/WOMEN/Blouses_Shirts/id_00002378/04_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002378/04_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002378/04_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002378/04_1_front_segment.png
1208,img/WOMEN/Blouses_Shirts/id_00002378/04_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002378/04_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002378/04_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002378/04_2_side_segment.png
1225,img/WOMEN/Tees_Tanks/id_00001252/10_2_side.jpg,img/WOMEN/Tees_Tanks/id_00001252/10_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00001252/10_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001252/10_1_front_segment.png
1230,img/WOMEN/Tees_Tanks/id_00001252/10_1_front.jpg,img/WOMEN/Tees_Tanks/id_00001252/10_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00001252/10_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001252/10_2_side_segment.png
1234,img/WOMEN/Blouses_Shirts/id_00001234/05_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00001234/05_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001234/05_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001234/05_1_front_segment.png
1241,img/WOMEN/Blouses_Shirts/id_00001234/05_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00001234/05_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00001234/05_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00001234/05_2_side_segment.png
1244,img/WOMEN/Tees_Tanks/id_00003002/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003002/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003002/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003002/07_1_front_segment.png
1247,img/WOMEN/Tees_Tanks/id_00003002/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003002/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003002/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003002/07_2_side_segment.png
1261,img/WOMEN/Graphic_Tees/id_00004417/01_1_front.jpg,img/WOMEN/Graphic_Tees/id_00004417/01_2_side.jpg,img_seg/WOMEN/Graphic_Tees/id_00004417/01_1_front_segment.png,img_seg/WOMEN/Graphic_Tees/id_00004417/01_2_side_segment.png
1266,img/WOMEN/Graphic_Tees/id_00004417/01_2_side.jpg,img/WOMEN/Graphic_Tees/id_00004417/01_1_front.jpg,img_seg/WOMEN/Graphic_Tees/id_00004417/01_2_side_segment.png,img_seg/WOMEN/Graphic_Tees/id_00004417/01_1_front_segment.png
1273,img/WOMEN/Dresses/id_00003742/02_2_side.jpg,img/WOMEN/Dresses/id_00003742/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00003742/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00003742/02_1_front_segment.png
1278,img/WOMEN/Dresses/id_00003742/02_1_front.jpg,img/WOMEN/Dresses/id_00003742/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00003742/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00003742/02_2_side_segment.png
1286,img/WOMEN/Tees_Tanks/id_00003493/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003493/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003493/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003493/07_2_side_segment.png
1289,img/WOMEN/Tees_Tanks/id_00003493/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003493/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003493/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003493/07_1_front_segment.png
1299,img/WOMEN/Dresses/id_00000747/01_1_front.jpg,img/WOMEN/Dresses/id_00000747/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00000747/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00000747/01_2_side_segment.png
1302,img/WOMEN/Dresses/id_00000747/01_2_side.jpg,img/WOMEN/Dresses/id_00000747/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00000747/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00000747/01_1_front_segment.png
1312,img/WOMEN/Tees_Tanks/id_00006602/08_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006602/08_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006602/08_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006602/08_1_front_segment.png
1315,img/WOMEN/Tees_Tanks/id_00006602/08_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006602/08_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006602/08_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006602/08_2_side_segment.png
1316,img/MEN/Sweatshirts_Hoodies/id_00006182/01_2_side.jpg,img/MEN/Sweatshirts_Hoodies/id_00006182/01_1_front.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00006182/01_2_side_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00006182/01_1_front_segment.png
1319,img/MEN/Sweatshirts_Hoodies/id_00006182/01_1_front.jpg,img/MEN/Sweatshirts_Hoodies/id_00006182/01_2_side.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00006182/01_1_front_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00006182/01_2_side_segment.png
1332,img/WOMEN/Tees_Tanks/id_00005033/08_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005033/08_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005033/08_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005033/08_2_side_segment.png
1335,img/WOMEN/Tees_Tanks/id_00005033/08_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005033/08_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005033/08_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005033/08_1_front_segment.png
1348,img/WOMEN/Tees_Tanks/id_00003344/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00003344/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00003344/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003344/07_1_front_segment.png
1351,img/WOMEN/Tees_Tanks/id_00003344/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00003344/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00003344/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00003344/07_2_side_segment.png
1369,img/WOMEN/Blouses_Shirts/id_00005210/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005210/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005210/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005210/01_2_side_segment.png
1374,img/WOMEN/Blouses_Shirts/id_00005210/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00005210/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005210/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005210/01_1_front_segment.png
